"recommended.pars.mtry","recommended.pars.min.node.size","recommended.pars.sample.fraction","recommended.pars.multiclass.brier","recommended.pars.exec.time"
2,7,0.898147003205708,0.521976705905615,0.171999999999999
2,11,0.855853447875891,0.523562659897982,0.168
2,8,0.896944222448691,0.521477651373912,0.164
3,15,0.893342560010967,0.527976966351219,0.158000000000001
2,8,0.825560139013159,0.525664138971874,0.158000000000001
2,12,0.880469286652613,0.524001944073952,0.164000000000001
2,7,0.89072039539665,0.523551456680161,0.165999999999997
2,10,0.824195049694966,0.527094774397931,0.157999999999996
2,8,0.899363502056563,0.521129724155054,0.162
2,8,0.847704066667238,0.523256784818486,0.162
2,13,0.898763253935831,0.522523060078733,0.163999999999999
2,9,0.812730905834756,0.524904943809392,0.171999999999994
2,8,0.863953310813542,0.522300726171293,0.15
2,8,0.851045088663792,0.525682769971599,0.162
2,8,0.896166597815947,0.523124995626284,0.175999999999999
2,8,0.897593234018458,0.521379851219193,0.165999999999997
2,11,0.896460929684238,0.522843797037599,0.156
2,6,0.803416968872856,0.524641779261138,0.175999999999993
2,10,0.895281375845405,0.524895276878509,0.160000000000002
2,9,0.893709980109828,0.524233299826333,0.166000000000008
2,7,0.892375041046575,0.522013596836395,0.159999999999997
2,8,0.896071153759702,0.520530469580987,0.17999999999999
2,7,0.80003833594132,0.525334814384545,0.165999999999997
2,10,0.898792074415836,0.522677094423481,0.163999999999993
2,8,0.794187304747032,0.526533926043793,0.154000000000008
2,8,0.895172638554403,0.522070004957875,0.174000000000012
2,8,0.862483558892388,0.522658154455679,0.170000000000005
2,5,0.800689064018632,0.525813322960399,0.17399999999999
2,6,0.89777186951761,0.520642467983497,0.166000000000008
2,9,0.80450521645978,0.525395411266201,0.160000000000002
2,7,0.898935809550035,0.522745226695466,0.165999999999997
2,8,0.897031996676551,0.522077527707301,0.185999999999979
2,8,0.897078567456997,0.521210832780685,0.170000000000016
2,10,0.84322124315187,0.524376283724875,0.168000000000006
2,10,0.846895568227233,0.523473407579747,0.165999999999985
2,6,0.85615554088879,0.525469373356635,0.165999999999985
2,9,0.897409069739308,0.524132450119772,0.160000000000002
2,11,0.897510466045724,0.523629310604954,0.165999999999997
2,5,0.796315194211422,0.529354197969846,0.169999999999993
2,6,0.812326649059676,0.526143837140895,0.168000000000006
2,6,0.744492737701931,0.527187622834021,0.162000000000012
2,8,0.857755664246091,0.523297704751082,0.17399999999999
2,8,0.822846733566911,0.523332911296176,0.162000000000012
2,5,0.660037702030177,0.533151957566966,0.166000000000008
2,7,0.864735682949035,0.523943732238706,0.162
