"recommended.pars.mtry","recommended.pars.min.node.size","recommended.pars.sample.fraction","recommended.pars.multiclass.brier","recommended.pars.exec.time"
2,7,0.707903630332067,0.539361071487256,0.168
2,7,0.646090498193904,0.539339323992388,0.170000000000002
2,5,0.596545855505171,0.539995470528962,0.188
2,8,0.728543162365376,0.540485389732136,0.167999999999999
2,7,0.734945677520411,0.541074017754602,0.167999999999999
2,6,0.631114590822044,0.540233016064019,0.174000000000002
2,6,0.631120178663219,0.538732226714469,0.152000000000007
3,6,0.513313792696688,0.542525236272747,0.157999999999998
2,7,0.713937784835304,0.538718031071633,0.172
2,4,0.573740629922772,0.540464062858093,0.166
2,7,0.675983775259712,0.539484473952308,0.162
2,7,0.709591234011291,0.538069296818928,0.172000000000006
2,7,0.627737578779738,0.53871366409003,0.163999999999999
2,7,0.606035560247909,0.540068487386471,0.163999999999999
2,6,0.718195972004954,0.539212926293233,0.176000000000005
3,6,0.53510409138645,0.539961893452075,0.170000000000005
2,7,0.703868910294603,0.540568462377207,0.173999999999995
2,7,0.645989291173557,0.53889160126029,0.166000000000003
3,7,0.616371989242906,0.540886539212414,0.161999999999995
3,7,0.65490497149831,0.541889839618688,0.171999999999991
2,3,0.564900952557777,0.540361565352739,0.171999999999997
3,7,0.600103314783276,0.541769306681668,0.165999999999997
2,4,0.586651824104215,0.54076131954787,0.168000000000006
2,5,0.61591763643513,0.539425803676817,0.172000000000003
3,7,0.534494232138386,0.540687234523877,0.168000000000006
2,8,0.705526224652438,0.540025488932814,0.166000000000008
2,7,0.676069977189523,0.539504911662079,0.172000000000003
2,3,0.493242197710159,0.541452805571826,0.186000000000001
2,6,0.631762727811607,0.540332617732274,0.165999999999985
2,7,0.655168051081395,0.538982256781105,0.170000000000005
3,7,0.642753086509544,0.541588943530493,0.162000000000012
3,7,0.565373051759531,0.539617671454455,0.158000000000004
2,7,0.648850399618235,0.53952324539621,0.173999999999978
2,6,0.662367195218628,0.539493692145783,0.161999999999989
2,6,0.596646267254569,0.539391450798669,0.158000000000004
3,8,0.655290299969727,0.540763428038801,0.177999999999975
3,8,0.654123427864025,0.542361925933928,0.17399999999999
2,3,0.545576670623559,0.541305941697555,0.175999999999988
3,6,0.571152277853741,0.5411722017766,0.164000000000021
2,3,0.543962946907687,0.540353223589738,0.172000000000003
3,5,0.557987183205317,0.5417270056456,0.184000000000003
2,6,0.645665174231627,0.538928184939139,0.165999999999997
3,9,0.617077143915161,0.541380903477122,0.169999999999993
2,6,0.631405686444392,0.538441429967954,0.170000000000005
2,5,0.620254981007648,0.540476489059242,0.174000000000012
