"recommended.pars.mtry","recommended.pars.min.node.size","recommended.pars.sample.fraction","recommended.pars.multiclass.brier","recommended.pars.exec.time"
3,5,0.473282816044206,0.558354941993046,0.162
3,8,0.529658257078294,0.558110330072573,0.158000000000002
3,5,0.448313290837587,0.557588717487273,0.161999999999999
4,7,0.521191937947555,0.560488636925735,0.163999999999999
3,7,0.502603293591144,0.557187998457937,0.156
4,6,0.38861752983123,0.560231647190423,0.164
3,6,0.506902260346167,0.55843819332342,0.164000000000001
3,7,0.532886411307997,0.555556531633199,0.154000000000002
3,7,0.509042303463805,0.557922230363159,0.163999999999999
3,5,0.479720214493641,0.559036169133099,0.168000000000001
3,7,0.527772291677106,0.55896538444568,0.151999999999995
3,8,0.58776126201994,0.558208145368832,0.15
3,7,0.510784445033001,0.557632618733548,0.169999999999999
3,7,0.542017645678973,0.556677508301172,0.169999999999999
4,6,0.425898248078702,0.559603380618209,0.165999999999997
3,6,0.520306254589193,0.558810895751174,0.160000000000002
3,6,0.479614417531726,0.558012865367505,0.161999999999995
3,6,0.45805919586626,0.558866047164236,0.174000000000001
3,6,0.557107943219775,0.558093045748617,0.161999999999995
3,7,0.493169804304913,0.557382457450512,0.154000000000002
3,8,0.520229477447673,0.559271830648282,0.156
3,6,0.507832474038544,0.557466142742492,0.166000000000008
3,7,0.527953187276449,0.557269925409975,0.156000000000012
3,7,0.518447674836835,0.558746507513446,0.169999999999999
3,9,0.581007930680608,0.558092122523499,0.157999999999993
3,8,0.534072014700012,0.558228771228214,0.162000000000023
3,8,0.603718857039174,0.558042154348004,0.174000000000001
4,7,0.465929874171243,0.560821196249357,0.162000000000012
3,7,0.506268720025616,0.557040079884467,0.17399999999999
4,6,0.444438405686676,0.559007843859234,0.162000000000012
2,8,0.628403062884429,0.557889564942922,0.166000000000008
3,7,0.522369569188925,0.557303308615784,0.163999999999987
4,7,0.463648163361207,0.558567496384212,0.151999999999998
3,5,0.427775106717146,0.558127043366225,0.193999999999994
3,8,0.595739685523111,0.558354037503331,0.171999999999991
3,9,0.590594219429234,0.557880904622344,0.169999999999993
3,7,0.571373565570589,0.557084160217573,0.159999999999991
3,8,0.589386025382939,0.557528839532251,0.172000000000003
3,7,0.575343566634881,0.558231460902772,0.150000000000011
3,7,0.462747131918697,0.557738372140214,0.167999999999995
3,8,0.538476175486399,0.557914155664254,0.17399999999999
3,8,0.587303986383975,0.556196017792367,0.162000000000012
3,7,0.502067120989016,0.557219794996682,0.156000000000029
2,6,0.567521341640432,0.559182676732192,0.171999999999991
3,6,0.478539329684013,0.556765238037821,0.155999999999995
