"recommended.pars.mtry","recommended.pars.min.node.size","recommended.pars.sample.fraction","recommended.pars.multiclass.brier","recommended.pars.exec.time"
2,2,0.545935829778223,0.534669234026185,0.166
2,2,0.51273167225536,0.534240033058782,0.175999999999999
2,2,0.569908284022708,0.53493109118257,0.186
2,2,0.515434309234199,0.535401725746061,0.172
2,3,0.560948241796329,0.534134636780867,0.172
2,3,0.563053998020823,0.534248443822262,0.178000000000003
2,3,0.548001997930754,0.534115934898277,0.159999999999994
3,2,0.555061077964446,0.537840544464863,0.178000000000003
2,2,0.522406872509024,0.533938567821187,0.171999999999997
2,2,0.520108638681087,0.534580965784548,0.194000000000003
2,2,0.543007190347098,0.534512207809871,0.172
2,3,0.528253310863092,0.535081837602286,0.172000000000003
2,2,0.484476479026093,0.534819928250226,0.162
2,3,0.487870506440953,0.536413410491545,0.154000000000002
2,2,0.50855762009453,0.535170347677357,0.177999999999992
2,2,0.500666582754888,0.535282906627525,0.168000000000001
2,2,0.557299778685147,0.53352764485557,0.174000000000001
2,4,0.641801638615003,0.535589589034922,0.165999999999997
2,2,0.474447926107526,0.535473645095643,0.178000000000003
2,4,0.531288483969185,0.535768015008309,0.158000000000004
2,4,0.594252818274451,0.535182611448479,0.165999999999997
2,2,0.529753292095684,0.534557866876224,0.182000000000011
3,4,0.448166819274045,0.53770213591704,0.168000000000001
2,3,0.538374581522754,0.535356430703171,0.175999999999999
2,3,0.599785968753742,0.534946751672354,0.163999999999987
2,3,0.574316231309864,0.534283652841928,0.161999999999978
2,2,0.505320484789463,0.533714211580766,0.165999999999997
2,2,0.558494518208946,0.534905093973256,0.184000000000003
2,3,0.597481785323497,0.536871132835259,0.167999999999984
2,3,0.572248835905048,0.533629684825325,0.165999999999997
2,2,0.552737560387058,0.535922009561747,0.160000000000014
2,3,0.574782527548976,0.534562015676254,0.169999999999993
2,4,0.588682148010532,0.534148064134974,0.172000000000003
2,3,0.577122489213792,0.53374491578188,0.165999999999985
2,2,0.489930745921028,0.53549309456854,0.170000000000005
3,2,0.444501998247359,0.535908138422099,0.174000000000001
2,3,0.578598654330273,0.535217500197777,0.172000000000003
2,2,0.503331203759678,0.534575617221937,0.177999999999997
2,2,0.53783637397713,0.53452631713467,0.182000000000005
2,3,0.60375057256619,0.534526231821734,0.170000000000005
2,3,0.655898005296624,0.534792266394452,0.168000000000006
2,2,0.514019651231088,0.534894240113586,0.174000000000001
3,3,0.551939143215481,0.536133973657627,0.171999999999991
2,2,0.549656286598986,0.533744288148304,0.184000000000015
2,3,0.539784728350223,0.533974136852767,0.167999999999995
