"recommended.pars.mtry","recommended.pars.min.node.size","recommended.pars.sample.fraction","recommended.pars.multiclass.brier","recommended.pars.exec.time"
2,9,0.868175429423622,0.517988782490457,0.165999999999999
2,8,0.898685720377323,0.511502825606888,0.159999999999999
2,8,0.89633812442961,0.514894091888615,0.172000000000001
2,5,0.724802250008984,0.525354984677836,0.162
2,7,0.861871227942022,0.517002050500755,0.168000000000002
2,7,0.887197085315349,0.516189291677152,0.162000000000003
3,8,0.82039040103823,0.519665164215268,0.172
2,8,0.896540466140399,0.51402497231827,0.157999999999998
2,8,0.88373464796139,0.515179758506301,0.180000000000001
2,9,0.812299205429101,0.519959142736884,0.162000000000003
2,7,0.898347695525887,0.515295523714012,0.161999999999998
3,8,0.897668953753484,0.518369816411138,0.176000000000005
2,7,0.775510833657378,0.522080725490653,0.170000000000005
3,11,0.88112789656965,0.521381231418516,0.157999999999998
2,8,0.896887955023299,0.511839146730512,0.172000000000003
2,8,0.831787929869886,0.519790572683034,0.158000000000004
2,8,0.899335391901939,0.515820465967218,0.169999999999999
2,7,0.80425845540307,0.519797135079587,0.184000000000003
2,6,0.841093322714515,0.518823966819212,0.175999999999993
2,8,0.897408955060204,0.512332762621628,0.166000000000008
2,9,0.896155361616546,0.514480947668301,0.159999999999991
2,8,0.896895709129786,0.517208951065306,0.158000000000004
2,8,0.899199274795929,0.514784797038853,0.167999999999995
2,8,0.856857034290648,0.517344228929847,0.175999999999993
2,9,0.897173821002956,0.512732491383953,0.161999999999989
2,7,0.894522618702469,0.51511512806613,0.170000000000005
2,8,0.898649397583373,0.514399648358155,0.172000000000003
2,8,0.898290441472264,0.511511983268018,0.165999999999997
2,8,0.898152290426813,0.517719621741263,0.165999999999974
2,8,0.897556147625277,0.514394109354488,0.159999999999991
2,8,0.898646767642568,0.51567891234989,0.160000000000014
2,8,0.899023785146725,0.51299673725963,0.158000000000027
2,7,0.746867735363341,0.525272664514257,0.155999999999972
2,7,0.881390350009782,0.516088508141543,0.167999999999995
2,8,0.895236011283226,0.513480830810647,0.160000000000002
2,9,0.898324378565182,0.515092612658787,0.153999999999996
3,9,0.757516372185386,0.527160071815865,0.165999999999997
2,6,0.893288318613811,0.515912664475186,0.163999999999999
2,8,0.895203674208814,0.513294166501251,0.17199999999998
2,7,0.755390563862047,0.52459685949907,0.162000000000012
2,7,0.88976775842449,0.517900443260039,0.155999999999995
2,8,0.855114652519218,0.516621858593152,0.165999999999985
2,8,0.877078550681135,0.515673062412717,0.157999999999993
2,8,0.898184411404347,0.514928684474654,0.160000000000002
2,8,0.884958163790966,0.513392419675696,0.157999999999981
