"recommended.pars.mtry","recommended.pars.min.node.size","recommended.pars.sample.fraction","recommended.pars.multiclass.brier","recommended.pars.exec.time"
4,3,0.370420421554692,0.560434097803475,0.172000000000001
5,5,0.360055632079748,0.558457516891289,0.158000000000001
4,6,0.40866687941002,0.558388651457233,0.165999999999998
4,6,0.412896621050053,0.559007540536602,0.159999999999997
4,5,0.355157979272875,0.558981866351842,0.168000000000001
3,8,0.471081686773714,0.558747098210201,0.160000000000001
3,6,0.450867357511873,0.557260349240151,0.160000000000002
3,5,0.447423489379883,0.558985236902147,0.171999999999997
4,7,0.435206929957261,0.558349418619486,0.167999999999998
4,7,0.446048393563384,0.558296505274932,0.163999999999999
3,8,0.499207308562947,0.557606659453387,0.175999999999999
3,6,0.456208768884302,0.557981995935935,0.169999999999999
4,5,0.370851743957321,0.55905753941081,0.162
3,8,0.466463941790198,0.556960083189592,0.162
3,7,0.500479873459281,0.558942846460394,0.168000000000001
3,5,0.407135711793762,0.557763811196213,0.172000000000003
3,6,0.436530384174839,0.556775376168714,0.167999999999995
4,5,0.406717026320158,0.559102038294183,0.171999999999997
3,6,0.428032892024133,0.559048417228484,0.172000000000003
4,5,0.422796612730932,0.558948696984888,0.165999999999991
4,6,0.374185440472447,0.558521557222829,0.159999999999997
3,6,0.437784739085261,0.559239899754578,0.160000000000002
4,6,0.431325908324205,0.558742726061654,0.164000000000004
3,7,0.452287729674382,0.558112781114101,0.163999999999999
4,3,0.365027264413904,0.560355430602422,0.169999999999993
3,8,0.51310839308328,0.558509988914694,0.172000000000014
4,4,0.363441273249401,0.560773641891036,0.18399999999998
3,7,0.443278142508317,0.558355620356857,0.172000000000014
4,2,0.330772675763714,0.560544670073286,0.180000000000007
3,7,0.487817090744374,0.557600999734681,0.162000000000012
3,6,0.457571800003764,0.559025478606498,0.166000000000008
3,6,0.492099339785508,0.558379521505934,0.166000000000008
4,6,0.465137444817418,0.557966586202617,0.162
3,7,0.464011367922835,0.557151179911773,0.169999999999982
3,7,0.489131107959885,0.557050121987754,0.168000000000006
4,6,0.428271259202738,0.557692446113694,0.174000000000012
5,5,0.386824194007019,0.559455670084106,0.154000000000008
3,7,0.485580216513167,0.557287702035957,0.165999999999997
4,6,0.436722520247626,0.560055614959234,0.168000000000006
3,8,0.548885205760775,0.559378196160097,0.165999999999997
4,7,0.459566479293028,0.558354635044993,0.162000000000012
4,6,0.418045073214255,0.558336400448284,0.156000000000006
3,7,0.459874930313898,0.558123468434283,0.157999999999993
4,5,0.376167289278968,0.559452904324188,0.16400000000001
3,7,0.456793376654658,0.557541759941496,0.157999999999993
