"recommended.pars.mtry","recommended.pars.min.node.size","recommended.pars.sample.fraction","recommended.pars.multiclass.brier","recommended.pars.exec.time"
2,2,0.450761007502675,0.540681125667036,0.172
3,2,0.373253928732853,0.543939145765263,0.172
2,2,0.581950844858831,0.543750013142475,0.179999999999999
2,2,0.573028420762648,0.540747405667399,0.176000000000001
2,2,0.530440013519698,0.540130844667766,0.175999999999998
2,2,0.483466826479381,0.541980646568682,0.166000000000001
2,3,0.520528206343922,0.543806926999469,0.179999999999998
2,2,0.539801656687078,0.541706423536488,0.181999999999996
2,2,0.419593353509554,0.541352006557319,0.161999999999998
2,2,0.469957521181813,0.542885585180285,0.169999999999999
2,2,0.535633168756876,0.542981062589516,0.173999999999998
2,3,0.481073670882417,0.540814071231095,0.163999999999999
2,3,0.469179773657381,0.542706047058935,0.162
2,2,0.495226785514351,0.540357565452187,0.17000000000001
2,2,0.407772701024513,0.543016251157832,0.194000000000005
2,2,0.573025852407317,0.542498813832614,0.181999999999994
2,2,0.555644358185008,0.54340041262939,0.174000000000001
2,2,0.489320159043643,0.541965496473765,0.166000000000003
3,2,0.448186863519079,0.54407224726021,0.166000000000003
2,2,0.568516662228727,0.542861071880203,0.172000000000003
2,2,0.478507661061664,0.540809467808859,0.162000000000006
2,2,0.515558722181624,0.541144369548452,0.162
2,3,0.39396224528813,0.54483503127174,0.166000000000003
3,2,0.428709898456772,0.543995197806739,0.168000000000001
2,2,0.519232768638252,0.541853335399826,0.168000000000006
2,3,0.538443058111296,0.54468844286479,0.196000000000015
2,3,0.557273041934396,0.544542435020656,0.166000000000008
2,2,0.456775719214296,0.543155584859391,0.180000000000007
2,2,0.410260607901429,0.542742838866553,0.162000000000012
2,2,0.457088300124735,0.542188895562518,0.163999999999987
2,2,0.530115579353215,0.5420777004368,0.174000000000012
2,2,0.512970940498772,0.541788613071905,0.165999999999997
2,2,0.52465528438976,0.544152603061992,0.163999999999999
2,2,0.529670709371892,0.541066001413878,0.162
3,4,0.466867343418754,0.545283757612048,0.189999999999998
2,2,0.52082484320596,0.542205518999464,0.161999999999989
2,2,0.443296236494035,0.541045836594856,0.167999999999995
3,3,0.429487205551752,0.544741359214288,0.162
2,3,0.482203635733932,0.543375528009834,0.16400000000001
2,2,0.486139254504105,0.542954295777619,0.17399999999999
2,3,0.549041758317192,0.54386315540527,0.158000000000015
2,3,0.501851269238207,0.54220200200489,0.16600000000002
2,2,0.565710064622281,0.542359727156646,0.17800000000002
3,2,0.413915031247544,0.54312846965044,0.173999999999978
3,3,0.419085376869969,0.544525034782583,0.161999999999989
