"recommended.pars.mtry","recommended.pars.min.node.size","recommended.pars.sample.fraction","recommended.pars.multiclass.brier","recommended.pars.exec.time"
3,7,0.585220054092084,0.541320931399941,0.166
3,8,0.621226148965035,0.541257781916912,0.180000000000001
3,8,0.611965099389527,0.540926672803321,0.172
3,8,0.62615611292324,0.541301625238474,0.164
3,8,0.682077018745996,0.541528063602749,0.176000000000001
3,8,0.573731846952019,0.541539563251777,0.160000000000001
3,9,0.722678215523008,0.541054315174601,0.178000000000003
3,8,0.600410407933928,0.541596114521582,0.176000000000002
3,8,0.623075039182848,0.541844132340715,0.174000000000001
3,9,0.628601391655706,0.54148982882946,0.176000000000005
3,8,0.637021489299283,0.539813295864859,0.167999999999998
3,8,0.619555240020377,0.541535577553092,0.177999999999994
3,8,0.598936920837488,0.540212620363739,0.166000000000003
3,8,0.598972853052925,0.541415072179202,0.172000000000003
3,8,0.621887815083392,0.541133861696234,0.180000000000001
3,8,0.545975202165352,0.541905911664288,0.172000000000008
3,8,0.625537270099099,0.541813169478023,0.153999999999996
3,7,0.571299678777581,0.539897489146909,0.161999999999995
3,9,0.652720175176754,0.541454588085331,0.168000000000001
3,8,0.672827999049497,0.542150033115338,0.157999999999998
3,9,0.674198603341123,0.540120266848475,0.166000000000003
3,9,0.676994393399568,0.541718865725119,0.172000000000003
3,7,0.629350647639565,0.542212108936486,0.162000000000006
3,8,0.6349893829976,0.541024307034707,0.187999999999994
3,8,0.540472241941913,0.543353988376311,0.17600000000001
3,8,0.639567640634248,0.540405608618599,0.170000000000016
3,9,0.709132646596332,0.54217343510658,0.160000000000002
3,9,0.643942374245314,0.540799393443542,0.160000000000025
3,8,0.622981894031792,0.540975521667042,0.162000000000012
3,10,0.727788125329101,0.541751762854985,0.178000000000009
3,8,0.642404809219738,0.540627520990468,0.165999999999985
3,6,0.580562249672448,0.543364662946588,0.159999999999991
3,9,0.65016472261461,0.540947605204146,0.163999999999987
3,8,0.624802250901903,0.541792370728687,0.172000000000003
3,8,0.62115624677818,0.540887103685961,0.166000000000008
3,6,0.559925276867638,0.542960444223174,0.167999999999984
3,7,0.578179895211398,0.540587244449423,0.160000000000002
3,8,0.664954323515281,0.540542724128578,0.171999999999991
3,8,0.591446089533795,0.539859697195342,0.167999999999995
3,9,0.619575306096358,0.542323056694104,0.158000000000004
3,7,0.662066739869968,0.541248659208845,0.162000000000012
3,8,0.638119543138589,0.541354940614034,0.179999999999995
3,8,0.648374712214561,0.541066608544905,0.160000000000014
3,8,0.629912940879812,0.540698133065725,0.163999999999999
3,8,0.623704329465081,0.54206491361283,0.172000000000003
