"recommended.pars.mtry","recommended.pars.min.node.size","recommended.pars.sample.fraction","recommended.pars.multiclass.brier","recommended.pars.exec.time"
2,2,0.467621787201793,0.54246576300833,0.168
2,2,0.428040118017485,0.542688918662262,0.166000000000001
3,2,0.381664290261132,0.545047383424449,0.174000000000001
3,2,0.399990755176903,0.545954972477444,0.172000000000001
2,2,0.417635082693894,0.542379983858634,0.159999999999999
3,2,0.470534946903249,0.545239777810235,0.188000000000001
2,2,0.462422615672392,0.542235765442846,0.178
2,2,0.464861282453859,0.541679536150008,0.170000000000005
2,2,0.552498419974336,0.541348054023896,0.169999999999999
2,2,0.483953431038838,0.541877884472743,0.163999999999999
3,2,0.436965945598115,0.543706289314409,0.184
3,2,0.371811929452414,0.544641633853696,0.158000000000001
2,2,0.55206396396625,0.540876339240636,0.166000000000003
3,2,0.38654854425344,0.544366379396095,0.171999999999991
2,3,0.445573674059337,0.543162232151495,0.159999999999997
2,2,0.482288338662928,0.542090784082122,0.166000000000003
2,2,0.528618282878371,0.54203198145543,0.162000000000006
2,2,0.467793579363987,0.541984576955527,0.178000000000003
2,2,0.484040591030882,0.541747730576312,0.176000000000005
2,2,0.451594249429205,0.541447330680212,0.172000000000008
2,2,0.506483143595481,0.541879172366868,0.17399999999999
2,2,0.476859881787412,0.542356882469226,0.180000000000007
2,2,0.516603479414584,0.540472216972037,0.169999999999999
2,2,0.511518320640171,0.542185918133588,0.175999999999999
2,3,0.475248676866001,0.542566899749925,0.170000000000005
2,2,0.439079686236917,0.542463803738365,0.174000000000001
2,2,0.572317214218492,0.542821023815646,0.174000000000001
2,2,0.532804789101426,0.542489816971372,0.171999999999969
2,2,0.472347752059934,0.541613727011345,0.167999999999995
2,2,0.443527006210057,0.542303156660976,0.177999999999997
3,2,0.40794661515497,0.544930130212844,0.169999999999993
2,2,0.44678551059704,0.542333598976025,0.184000000000003
2,2,0.520978861174535,0.542545056536639,0.177999999999997
2,2,0.525926966057832,0.542551837799355,0.187999999999988
2,2,0.454442545688927,0.543166315553294,0.167999999999984
2,3,0.528614663873543,0.543947145812395,0.16400000000001
2,2,0.522504462973284,0.540282412322834,0.182000000000005
2,2,0.504829648165801,0.542801042853468,0.169999999999993
2,2,0.543042614618572,0.540872507387742,0.183999999999992
2,2,0.546127954379971,0.542854020098655,0.179999999999984
2,2,0.552588606048387,0.541960428574989,0.16600000000002
2,2,0.539466000348656,0.542766613376561,0.17600000000001
2,2,0.482278929912229,0.541716425255594,0.17399999999999
2,2,0.512952275049687,0.540014223461992,0.167999999999995
2,2,0.474432115648198,0.542412137754198,0.168000000000018
