"recommended.pars.mtry","recommended.pars.min.node.size","recommended.pars.sample.fraction","recommended.pars.multiclass.brier","recommended.pars.exec.time"
2,2,0.478960530673608,0.538258894024669,0.204
2,2,0.530243752199148,0.537087106311876,0.180000000000002
2,2,0.533076780066325,0.539032078962492,0.184
2,2,0.495184227462974,0.538458414055647,0.184
2,2,0.441911775909865,0.538233940364147,0.166
2,2,0.526869384391431,0.538299456413156,0.164000000000003
2,2,0.449876367804164,0.538214509894734,0.173999999999995
3,2,0.412878183589244,0.54084252644413,0.161999999999998
2,2,0.449957494317077,0.537715143483383,0.170000000000002
2,2,0.474823141811497,0.537200048029359,0.170000000000002
2,2,0.531003746221634,0.53885474608178,0.180000000000004
2,2,0.404111174591332,0.540255192952249,0.157999999999998
2,2,0.448026669360543,0.539043567103057,0.177999999999986
2,2,0.541354585162652,0.539731585909161,0.172000000000003
2,2,0.465661555089374,0.53843667544866,0.180000000000007
2,2,0.500617049754353,0.53777995780337,0.171999999999991
2,2,0.45490187641317,0.538483515991677,0.166000000000003
2,2,0.46429180459147,0.538028635246338,0.182000000000005
2,3,0.504435739842686,0.539982596507612,0.160000000000002
2,2,0.467596972742828,0.538806920193257,0.168000000000001
2,3,0.488758301871624,0.537860727133812,0.171999999999991
3,2,0.471920853825507,0.541434499824841,0.164000000000004
2,2,0.444668333850114,0.538010485671066,0.168000000000006
2,2,0.498835182544158,0.53867164530536,0.17000000000001
2,2,0.504332978614874,0.537578976292787,0.169999999999993
2,2,0.452004985487136,0.538894458675842,0.167999999999995
2,2,0.522357402922276,0.538403816681418,0.16400000000001
2,2,0.475823662457484,0.538280287913504,0.165999999999985
2,4,0.509909720310138,0.539297559779011,0.182000000000005
2,2,0.423872571922213,0.539890465038161,0.168000000000018
2,4,0.497487378059735,0.539185447805466,0.180000000000007
2,2,0.49472300052727,0.53785132180524,0.170000000000005
2,2,0.477718946766584,0.538412612509394,0.170000000000016
2,2,0.439921389534511,0.538695967315393,0.168000000000006
2,2,0.495649660125035,0.538829745493175,0.171999999999991
2,2,0.525362380658877,0.539842510638091,0.174000000000001
2,2,0.529169033253846,0.539655204511859,0.171999999999991
2,2,0.46587030490546,0.5382813981328,0.174000000000012
2,2,0.431530860208422,0.538951390113685,0.170000000000005
2,3,0.50547338804499,0.54045157126178,0.171999999999991
3,4,0.457238688345358,0.540270832348267,0.165999999999985
2,3,0.503099857854324,0.539422079990366,0.157999999999993
3,2,0.437922872915713,0.540018239689651,0.169999999999982
2,2,0.481523844916851,0.538688995456387,0.170000000000005
3,2,0.436428956225959,0.539541188137163,0.153999999999985
